Occupation Code,Description,Category,,c
721999,Mulcher Operator,Occupation in nec category,,
842314,Muleser,Specialisation,,
224611,Multicultural Services Librarian,Specialisation,,
211499,Multimedia Artist,Occupation in nec category,,
232413,Multimedia Designer,Principal Title,,
261211,Multimedia Developer,Alternative Title,,
261211,Multimedia Programmer,Alternative Title,,
261211,Multimedia Specialist,Principal Title,,
839912,Munitions Factory Worker,Specialisation,,
253399,Musculoskeletal Physician (NZ),Occupation in nec category,,
252511,Musculoskeletal Physiotherapist,Specialisation,,
224999,Museum Registrar,Occupation in nec category,,
121699,Mushroom Grower,Occupation in nec category,,
842215,Mushroom Picker,Principal Title,,
211211,Music Arranger,Specialisation,,
211299,Music Copyist,Occupation in nec category,,
211212,Music Director,Principal Title,,
211299,Music Professionals nec,Principal Title,,
211299,Music Researcher,Occupation in nec category,,
249214,Music Teacher (Private Tuition),Principal Title,,
252299,Music Therapist,Occupation in nec category,,
399515,Musical Instrument Maker or Repairer,Principal Title,,
211213,Musician (Instrumental),Principal Title,,
211299,Musicologist,Occupation in nec category,,
831313,Mussel Opener (NZ),Specialisation,,
639911,Mystery Shopper,Specialisation,,
451111,Nail Technician,Specialisation,,
421113,Nanny,Principal Title,,
234999,Natural and Physical Science Professionals nec,Principal Title,,
451511,Natural Remedy Consultant,Principal Title,,
233912,Natural Resources Engineer,Alternative Title,,
252213,Naturopath,Principal Title,,
233916,Naval Architect / Marine Designer,Principal Title,,
441111,Naval Police Coxswain (Navy),Specialisation,,
231214,Navigating Officer (Ship's),Specialisation,,
111212,Navy Senior Officer,Alternative Title,,
253321,Neonatologist,Specialisation,,
253322,Nephrologist,Alternative Title,,
311217,Neurophysiological Technician,Specialisation,,
711799,Net Maker,Occupation in nec category,,
263112,Network Administrator,Principal Title,,
263113,Network Analyst,Principal Title,,
263113,Network Architect,Specialisation,,
263113,Network Consultant,Specialisation,,
263113,Network Designer,Alternative Title,,
135199,Network Manager,Occupation in nec category,,
261312,Network Programmer,Specialisation,,
263112,Network Specialist,Alternative Title,,
263113,Network Strategist,Alternative Title,,
263112,Network Support,Alternative Title,,
313112,Network Support Technician,Specialisation,,
252511,Neurological Physiotherapist,Specialisation,,
253318,Neurologist,Principal Title,,
272311,Neuropsychologist,Specialisation,,
234599,Neuroscientist,Occupation in nec category,,
253513,Neurosurgeon,Principal Title,,
611399,New Home Sales Consultant,Occupation in nec category,,
212412,News Editor,Specialisation,,
211311,News Photographer,Specialisation,,
142111,Newsagent,Specialisation,,
212412,Newspaper or Periodical Editor,Principal Title,,
212413,Newspaper Reporter,Specialisation,,
891211,Night Filler,Alternative Title,,
141411,Nightclub Manager,Specialisation,,
711911,Nitrocellulose Maker,Specialisation,,
312912,Non-destructive Testing Technician,Specialisation,,
212211,Novelist,Specialisation,,
599514,Noxious Weeds and Pest Inspector,Alternative Title,,
253999,Nuclear Medicine Physician,Occupation in nec category,,
251213,Nuclear Medicine Technologist,Principal Title,,
254211,Nurse Educator,Principal Title,,
254311,Nurse Manager,Principal Title,,
254411,Nurse Practitioner,Principal Title,,
254212,Nurse Researcher,Principal Title,,
254311,Nurse Supervisor,Alternative Title,,
254311,Nurse Unit Manager,Alternative Title,,
843311,Nursery Worker (Horticulture),Alternative Title,,
362411,Nurseryperson,Principal Title,,
423312,Nurses' Aide (NZ),Alternative Title,,
411411,Nursing Assistant (NZ),Alternative Title,,
134212,Nursing Clinical Director,Principal Title,,
254499,Nursing Officer (Defence Forces),Occupation in nec category,,
423312,Nursing Support Worker,Principal Title,,
842216,Nut Farm Worker,Principal Title,,
121613,Nut Grower,Principal Title,,
451899,Nutrition Assistant,Occupation in nec category,,
251112,Nutritionist,Principal Title,,
139111,Observer (Navy),Specialisation,,
253211,Obstetric Anaesthetist,Specialisation,,
253913,Obstetrician and Gynaecologist,Principal Title,,
251312,Occupational Health and Safety Adviser,Principal Title,,
251312,Occupational Health and Safety Coordinator,Alternative Title,,
312611,Occupational Health and Safety Inspector,Specialisation,,
132311,Occupational Health and Safety Manager,Specialisation,,
251312,Occupational Health and Safety Officer,Alternative Title,,
252511,Occupational Health Physiotherapist,Specialisation,,
251312,Occupational Hygienist,Specialisation,,
253399,Occupational Medicine Physician,Occupation in nec category,,
272313,Occupational Psychologist,Alternative Title,,
252411,Occupational Therapist,Principal Title,,
423314,Occupational Therapist's Assistant,Specialisation,,
452212,Ocean Fishing Guide,Specialisation,,
234412,Oceanographer,Specialisation,,
234213,Oenologist,Alternative Title,,
831311,Offal Separator,Specialisation,,
631112,Office Cashier,Principal Title,,
342311,Office Equipment Technician,Alternative Title,,
342311,Office Machine Technician,Alternative Title,,
512111,Office Manager,Principal Title,,
733113,Office Mover,Specialisation,,
399911,Offshore Diver,Specialisation,,
399212,Oil and Gas Well Treatment Operator,Alternative Title,,
399212,"Oil, Gas and Pipe Tester",Alternative Title,,
121612,Olive Grower,Specialisation,,
399911,Onshore Diver,Specialisation,,
712212,Opal Miner,Specialisation,,
399411,Opal Polisher,Specialisation,,
312913,Open Cut Examiner,Specialisation,,
211214,Opera Singer,Specialisation,,
254423,Operating Room Nurse,Alternative Title,,
311214,Operating Theatre Technician,Principal Title,,
133511,Operations Manager (Forestry),Specialisation,,
133512,Operations Manager (Production),Specialisation,,
224112,Operations Research Analyst,Specialisation,,
441111,Operator Artillery Meteorology and Surveyor (Army),Specialisation,,
342413,Operator Bearer Systems (Army),Specialisation,,
313112,Operator Command Support Systems (Army),Specialisation,,
441111,Operator Electronic Warfare (Army),Specialisation,,
441111,Operator Ground Based Air Defence (Army),Specialisation,,
342312,Operator Specialist Communications (Army),Specialisation,,
741111,Operator Supply (Army),Specialisation,,
441111,Operator Weapon Locating Radar (Army),Specialisation,,
311299,Ophthalmic Technician,Occupation in nec category,,
253914,Ophthalmologist,Principal Title,,
711511,Optic Fibre Drawer,Specialisation,,
399913,Optical Dispenser / Dispensing Optician,Principal Title,,
399914,Optical Mechanic,Principal Title,,
251411,Optometrist,Principal Title,,
252311,Oral and Maxillofacial Surgeon,Specialisation,,
411214,Oral Health Therapist,Specialisation,,
252311,Oral Pathologist,Specialisation,,
842212,Orchard Worker (Fruit),Specialisation,,
121612,Orchardist,Specialisation,,
211212,Orchestra Conductor,Specialisation,,
591117,Order Clerk,Principal Title,,
741111,Order Picker/Assembler,Specialisation,,
133611,Ordnance Corps Officer (Army),Specialisation,,
224712,Organisation and Methods Analyst,Principal Title,,
272313,Organisational Psychologist,Principal Title,,
252214,Oriental Medicine Practitioner,Alternative Title,,
252311,Orthodontist,Specialisation,,
253514,Orthopaedic Surgeon,Principal Title,,
251412,Orthoptist,Principal Title,,
311299,Orthotic and Prosthetic Technician,Occupation in nec category,,
251912,Orthotist or Prosthetist,Principal Title,,
252112,Osteopath,Principal Title,,
842399,Ostrich Farm Worker,Occupation in nec category,,
121399,Ostrich Farmer,Occupation in nec category,,
312914,Other Draftsperson,Principal Title,,
639911,Other Sales Support Worker,Principal Title,,
232214,Other Spatial Scientist,Principal Title,,
452317,Other Sports Coach or Instructor,Principal Title,,
452323,Other Sports Official,Principal Title,,
711314,Other Wood Processing Machine Operator,Principal Title,,
253515,Otologist,Specialisation,,
253515,Otorhinolaryngologist,Principal Title,,
421114,Out of School Hours Care Worker,Principal Title,,
321214,Outboard Motor Mechanic,Specialisation,,
452299,Outdoor Adventure Guides nec,Principal Title,,
452215,Outdoor Adventure Instructor,Principal Title,,
452215,Outdoor Adventure Leader,Alternative Title,,
452215,Outdoor Education Teacher,Specialisation,,
452215,Outdoor Pursuits Instructor,Specialisation,,
363211,Overseer (Beef Cattle),Alternative Title,,
731199,Oversize Load Pilot Escort,Occupation in nec category,,
121111,Oyster Farmer,Specialisation,,
831313,Oyster Opener,Specialisation,,
832199,Packers nec,Principal Title,,
252511,Paediatric Physiotherapist,Specialisation,,
253516,Paediatric Surgeon,Principal Title,,
253321,Paediatric Thoracic Physician,Specialisation,,
253321,Paediatrician,Principal Title,,
252311,Paedodontist,Specialisation,,
253211,Pain Management Specialist,Specialisation,,
839912,Paint Factory Worker,Specialisation,,
399211,Paint Maker,Specialisation,,
711911,Paint Tinter,Specialisation,,
332211,Painter,Principal Title,,
211411,Painter (Artistic),Alternative Title,,
211411,Painter (Visual Arts),Principal Title,,
332211,Painter and Decorator,Alternative Title,,
234411,Palaeontologist,Specialisation,,
712912,Palletiser Operator,Specialisation,,
253399,Palliative Medicine Physician,Occupation in nec category,,
394213,Panel Saw Operator,Specialisation,,
324111,Panelbeater,Principal Title,,
851311,Pantry Attendant,Specialisation,,
712916,Paper and Pulp Mill Operator,Principal Title,,
839411,Paper and Pulp Mill Worker,Principal Title,,
711311,Paper Bag Making Machinist,Specialisation,,
392111,Paper Guillotine Operator (Bookbinding),Specialisation,,
712916,Paper Machine Operator,Alternative Title,,
712916,Paper Maker,Alternative Title,,
711311,Paper Products Machine Operator,Principal Title,,
712916,Paper Rewinder Operator,Specialisation,,
712916,Paperboard Machine Operator,Specialisation,,
399999,Parachute Rigger,Occupation in nec category,,
452215,Paragliding Instructor,Specialisation,,
234599,Parasitologist,Occupation in nec category,,
561211,Parcel Contractor,Specialisation,,
561412,Parcel Post Officer,Specialisation,,
234314,Park Ranger,Principal Title,,
561913,Parking Inspector,Principal Title,,
111312,Parliamentarian,Alternative Title,,
224211,Parliamentary Archivist,Specialisation,,
271299,Parliamentary Counsel,Occupation in nec category,,
224611,Parliamentary Librarian,Specialisation,,
272499,Parole Board Member,Occupation in nec category,,
411714,Parole or Probation Officer,Principal Title,,
839413,Particleboard Factory Worker,Specialisation,,
621712,Party Plan Salesperson,Specialisation,,
731213,Passenger Coach Driver,Principal Title,,
831199,Pasta Maker,Occupation in nec category,,
831114,Pasteuriser Operator,Specialisation,,
451816,Pastoral Worker,Specialisation,,
351112,Pastrycook,Principal Title,,
851211,Pastrycook's Assistant,Principal Title,,
271214,Patent Attorney,Specialisation,,
224914,Patents Examiner,Principal Title,,
253915,Pathologist,Principal Title,,
311216,Pathology Collector / Phlebotomist,Principal Title,,
254499,Pathology Nurse,Occupation in nec category,,
423311,Patient Services Assistant,Alternative Title,,
411111,Patient Transport Officer,Specialisation,,
393212,Pattern Grader (Clothing),Specialisation,,
393212,Patternmaker-Grader,Specialisation,,
821511,Paving and Surfacing Labourer,Principal Title,,
721913,Paving Plant Operator,Principal Title,,
551311,Pay Clerk,Alternative Title,,
551311,Payroll Clerk,Principal Title,,
551311,Payroll Officer,Alternative Title,,
399911,Pearl Diver,Specialisation,,
399999,Pearl Technician,Occupation in nec category,,
711512,Pelletising Extruder Operator,Specialisation,,
561112,Penciller,Alternative Title,,
261317,Penetration Tester,Principal Title,,
399599,Performing Arts Road Manager,Occupation in nec category,,
399599,Performing Arts Technicians nec,Principal Title,,
311299,Perfusionist,Occupation in nec category,,
252311,Periodontist,Specialisation,,
521111,Personal Assistant,Principal Title,,
423313,Personal Care Assistant,Principal Title,,
423111,Personal Care Worker,Alternative Title,,
423111,Personal Carer,Alternative Title,,
451899,Personal Service Workers nec,Principal Title,,
639911,Personal Shopper,Specialisation,,
223111,Personnel Officer,Specialisation,,
599411,Personnel Records Clerk,Alternative Title,,
843411,Pest Control Technician,Principal Title,,
843411,Pest Controller,Alternative Title,,
843411,Pest Management Technician,Alternative Title,,
361113,Pet Groomer,Principal Title,,
733114,Petrol Tanker Driver,Specialisation,,
399212,Petroleum and Gas Refining and Pumping Operator,Alternative Title,,
399212,Petroleum Blending Plant Operator,Specialisation,,
233612,Petroleum Engineer,Principal Title,,
311411,Petroleum Laboratory Technician,Specialisation,,
312912,Petroleum Products Laboratory Technician,Specialisation,,
312912,Petroleum Refinery Laboratory Technician,Specialisation,,
399212,Petroleum Terminal Plant Operator,Specialisation,,
233612,Petrophysical Engineer,Specialisation,,
251511,Pharmaceutical Officer (Army),Specialisation,,
399211,Pharmaceutical Plant Operator,Specialisation,,
234599,Pharmacologist (Non-clinical),Occupation in nec category,,
621411,Pharmacy Sales Assistant,Principal Title,,
311215,Pharmacy Technician,Principal Title,,
212499,Photo Journalist,Occupation in nec category,,
342311,Photocopier Technician,Specialisation,,
232212,Photogrammetric Surveyor,Specialisation,,
312116,Photogrammetrist,Specialisation,,
211311,Photographer,Principal Title,,
399915,Photographer's Assistant,Principal Title,,
211311,Photographic Artist,Specialisation,,
711411,Photographic Developer and Printer,Principal Title,,
711411,Photographic Enlarger Operator,Specialisation,,
452111,Physical Fitness Trainer,Specialisation,,
252511,Physical Therapist,Alternative Title,,
234914,Physicist,Principal Title,,
234599,Physiologist,Occupation in nec category,,
252511,Physiotherapist,Principal Title,,
423314,Physiotherapist's Assistant,Specialisation,,
512211,Physiotherapy Practice Manager,Specialisation,,
211213,Pianist,Specialisation,,
399515,Piano Tuner,Specialisation,,
394212,Picture Framer,Principal Title,,
212412,Pictures Editor,Specialisation,,
121318,Pig Breeder,Specialisation,,
121318,Pig Farm Manager,Alternative Title,,
121318,Pig Farmer,Principal Title,,
842315,Piggery Farm Worker,Principal Title,,
712111,Pile Driver,Specialisation,,
399211,Pilot Plant Operator,Specialisation,,
312512,Pipe Testing Technician,Specialisation,,
821914,Pit Crew Support Worker,Specialisation,,
441311,Plain Clothes Police Officer,Specialisation,,
224512,Plant and Machinery Valuer,Specialisation,,
133512,Plant Manager (Manufacturing),Specialisation,,
234515,Plant Pathologist,Specialisation,,
234515,Plant Physiologist,Specialisation,,
362411,Plant Propagator,Specialisation,,
234515,Plant Taxonomist,Specialisation,,
711199,Plaster Caster,Occupation in nec category,,
711199,Plaster Machine Operator,Occupation in nec category,,
333211,Plasterer (Wall and Ceiling),Principal Title,,
253517,Plastic and Reconstructive Surgeon,Principal Title,,
711511,Plastic Cablemaking Machine Operator,Principal Title,,
711512,Plastic Compounding and Reclamation Machine Operator,Principal Title,,
323412,Plastic Mould Maker,Specialisation,,
711514,Plastic Production Machine Setter,Specialisation,,
711599,Plastics and Rubber Production Machine Operators nec,Principal Title,,
711513,Plastics Fabricator or Welder,Principal Title,,
839211,Plastics Factory Worker,Principal Title,,
399916,Plastics Fitter,Alternative Title,,
839211,Plastics Process Hand,Alternative Title,,
711514,Plastics Production Machine Operator (General),Principal Title,,
399916,Plastics Technician,Principal Title,,
252299,Play Therapist,Occupation in nec category,,
212211,Playwright,Specialisation,,
334116,Plumber (General),Principal Title,,
334113,Plumber and Drainer,Alternative Title,,
334114,Plumber and Gasfitter,Alternative Title,,
821114,Plumber's Assistant,Principal Title,,
312211,Plumbing Engineering Draftsperson,Specialisation,,
312115,Plumbing Inspector,Principal Title,,
254413,Plunket Nurse (NZ),Specialisation,,
711314,Plywood and Veneer Repairer,Specialisation,,
839413,Plywood Factory Worker,Specialisation,,
252611,Podiatric Surgeon,Specialisation,,
252611,Podiatrist,Principal Title,,
212211,Poet,Specialisation,,
899711,Poker Machine Attendant,Specialisation,,
224912,Police Liaison Officer,Specialisation,,
441312,Police Officer,Principal Title,,
224412,Policy Adviser,Alternative Title,,
224412,Policy Analyst,Principal Title,,
132411,Policy and Planning Manager,Principal Title,,
272499,Political Scientist,Occupation in nec category,,
452313,Polo Coach,Specialisation,,
234999,Polymer Scientist,Occupation in nec category,,
134499,Polytechnic Registrar,Occupation in nec category,,
333411,Pool Tiler,Specialisation,,
211214,Pop Singer,Specialisation,,
711111,Porcelain Turner,Specialisation,,
712111,Portainer Operator,Specialisation,,
222312,Portfolio Manager,Alternative Title,,
211311,Portrait Photographer,Specialisation,,
